_OBJECT_SYMBOLIC_LINK	16_20	0.13246381894
_OBJECT_SYMBOLIC_LINK	16_12	0.000242780647685
_OBJECT_SYMBOLIC_LINK	16_24	0.0740885609851
_OBJECT_SYMBOLIC_LINK	16_52	0.00816012732496
_OBJECT_SYMBOLIC_LINK	16_40	0.0169946453379
_OBJECT_SYMBOLIC_LINK	16_36	0.00594812586828
_OBJECT_SYMBOLIC_LINK	16_28	0.0423247595797
_OBJECT_SYMBOLIC_LINK	16_56	0.0181276216938
_OBJECT_SYMBOLIC_LINK	16_44	0.0158212055408
_OBJECT_SYMBOLIC_LINK	16_32	0.0372803172334
